,hotel_id,price,stock,city,date,language,mobile,avatar_id,group,brand,parking,pool,children_policy
81,935,63,36,vilnius,37,polish,1,303616,Yin Yang,8 Premium,0,0,0
69,909,74,35,madrid,37,danish,0,303616,Yin Yang,8 Premium,1,0,0
75,789,70,36,madrid,37,danish,0,303616,Accar Hotels,Ibas,1,0,0
99,857,95,72,madrid,37,danish,0,303616,Accar Hotels,Navatel,1,0,0
17,919,83,36,vienna,37,finnish,1,303616,Yin Yang,8 Premium,0,0,0
31,928,87,39,vienna,37,finnish,1,303616,Accar Hotels,Ibas,0,0,0
61,890,86,36,vienna,37,finnish,1,303616,Yin Yang,8 Premium,1,0,0
48,934,77,39,rome,37,austrian,0,303616,Accar Hotels,Ibas,1,0,0
103,969,82,42,amsterdam,37,lithuanian,0,303616,Accar Hotels,Ibas,1,0,0
106,934,77,39,rome,37,portuguese,0,303616,Accar Hotels,Ibas,1,0,0
7,789,66,36,madrid,37,luxembourgish,0,303616,Accar Hotels,Ibas,1,0,0
76,857,90,72,madrid,37,luxembourgish,0,303616,Accar Hotels,Navatel,1,0,0
95,909,70,35,madrid,37,luxembourgish,0,303616,Yin Yang,8 Premium,1,0,0
101,941,66,36,madrid,37,luxembourgish,0,303616,Independant,Independant,1,0,0
2,956,90,60,vilnius,36,irish,0,303616,Boss Western,Boss Western,1,0,0
14,935,67,34,vilnius,36,irish,0,303616,Yin Yang,8 Premium,0,0,0
33,955,62,32,vilnius,36,irish,0,303616,Yin Yang,8 Premium,0,0,0
68,954,121,83,vilnius,36,irish,0,303616,Chillton Worldwide,Tripletree,1,0,0
78,974,116,82,vilnius,36,irish,0,303616,Chillton Worldwide,Tripletree,1,0,0
39,989,93,34,copenhagen,36,estonian,0,303616,Accar Hotels,Ibas,0,0,0
1,969,79,40,amsterdam,36,romanian,1,303616,Accar Hotels,Ibas,1,0,0
47,783,86,32,amsterdam,36,romanian,1,303616,Yin Yang,8 Premium,1,0,0
50,971,145,84,amsterdam,36,romanian,1,303616,Chillton Worldwide,Tripletree,1,0,0
67,916,108,66,amsterdam,36,romanian,1,303616,Boss Western,Boss Western,1,0,0
114,925,102,68,amsterdam,36,romanian,1,303616,Boss Western,Boss Western,1,0,0
7,928,82,37,vienna,36,polish,1,303616,Accar Hotels,Ibas,0,0,0
42,890,81,34,vienna,36,polish,1,303616,Yin Yang,8 Premium,1,0,0
45,989,95,34,copenhagen,36,czech,0,303616,Accar Hotels,Ibas,0,0,0
131,898,89,38,copenhagen,36,czech,0,303616,Yin Yang,8 Premium,1,0,0
67,969,84,40,amsterdam,36,austrian,1,303616,Accar Hotels,Ibas,1,0,0
1,934,76,36,rome,36,estonian,0,303616,Accar Hotels,Ibas,1,0,0
36,954,112,83,vilnius,36,bulgarian,0,303616,Chillton Worldwide,Tripletree,1,0,0
49,974,107,82,vilnius,36,bulgarian,0,303616,Chillton Worldwide,Tripletree,1,0,0
134,989,99,34,copenhagen,36,swedish,0,303616,Accar Hotels,Ibas,0,0,0
10,791,92,67,madrid,36,estonian,0,303616,Boss Western,Boss Western,1,0,0
17,789,65,33,madrid,36,estonian,0,303616,Accar Hotels,Ibas,1,0,0
28,904,97,63,madrid,36,estonian,0,303616,Boss Western,Boss Western,0,0,0
47,997,125,80,madrid,36,estonian,0,303616,Chillton Worldwide,Tripletree,0,0,0
65,909,70,33,madrid,36,estonian,0,303616,Yin Yang,8 Premium,1,0,0
66,941,66,34,madrid,36,estonian,0,303616,Independant,Independant,1,0,0
72,857,89,67,madrid,36,estonian,0,303616,Accar Hotels,Navatel,1,0,0
57,928,87,37,vienna,36,swedish,1,303616,Accar Hotels,Ibas,0,0,0
65,890,86,34,vienna,36,swedish,1,303616,Yin Yang,8 Premium,1,0,0
18,934,81,36,rome,36,swedish,0,303616,Accar Hotels,Ibas,1,0,0
114,969,82,40,amsterdam,36,greek,1,303616,Accar Hotels,Ibas,1,0,0
9,789,66,33,madrid,36,italian,0,303616,Accar Hotels,Ibas,1,0,0
50,909,70,33,madrid,36,italian,0,303616,Yin Yang,8 Premium,1,0,0
39,977,111,62,vienna,36,hungarian,1,303616,Accar Hotels,Navatel,0,0,0
62,890,78,34,vienna,36,hungarian,1,303616,Yin Yang,8 Premium,1,0,0
75,919,75,34,vienna,36,hungarian,1,303616,Yin Yang,8 Premium,0,0,0
92,928,79,37,vienna,36,hungarian,1,303616,Accar Hotels,Ibas,0,0,0
1,857,90,67,madrid,36,belgian,0,303616,Accar Hotels,Navatel,1,0,0
39,909,70,33,madrid,36,belgian,0,303616,Yin Yang,8 Premium,1,0,0
62,789,66,33,madrid,36,belgian,0,303616,Accar Hotels,Ibas,1,0,0
94,997,126,80,madrid,36,belgian,0,303616,Chillton Worldwide,Tripletree,0,0,0
98,941,66,34,madrid,36,belgian,0,303616,Independant,Independant,1,0,0
7,956,88,60,vilnius,36,finnish,0,303616,Boss Western,Boss Western,1,0,0
25,974,114,82,vilnius,36,finnish,0,303616,Chillton Worldwide,Tripletree,1,0,0
29,955,61,32,vilnius,36,finnish,0,303616,Yin Yang,8 Premium,0,0,0
35,935,66,34,vilnius,36,finnish,0,303616,Yin Yang,8 Premium,0,0,0
50,954,119,83,vilnius,36,finnish,0,303616,Chillton Worldwide,Tripletree,1,0,0
52,914,61,34,vilnius,36,finnish,0,303616,Yin Yang,8 Premium,0,0,0
16,941,72,34,madrid,36,finnish,0,303616,Independant,Independant,1,0,0
26,904,105,63,madrid,36,finnish,0,303616,Boss Western,Boss Western,0,0,0
30,857,97,67,madrid,36,finnish,0,303616,Accar Hotels,Navatel,1,0,0
34,909,76,33,madrid,36,finnish,0,303616,Yin Yang,8 Premium,1,0,0
42,936,132,82,madrid,36,finnish,0,303616,Boss Western,J.Halliday Inn,1,0,0
57,789,71,33,madrid,36,finnish,0,303616,Accar Hotels,Ibas,1,0,0
58,791,99,67,madrid,36,finnish,0,303616,Boss Western,Boss Western,1,0,0
60,997,136,80,madrid,36,finnish,0,303616,Chillton Worldwide,Tripletree,0,0,0
10,916,108,61,amsterdam,35,romanian,0,303616,Boss Western,Boss Western,1,0,0
17,969,79,39,amsterdam,35,romanian,0,303616,Accar Hotels,Ibas,1,0,0
33,925,102,63,amsterdam,35,romanian,0,303616,Boss Western,Boss Western,1,0,0
63,971,145,78,amsterdam,35,romanian,0,303616,Chillton Worldwide,Tripletree,1,0,0
3,733,95,66,madrid,35,croatian,1,303616,Boss Western,Boss Western,1,0,0
8,997,128,74,madrid,35,croatian,1,303616,Chillton Worldwide,Tripletree,0,0,0
14,857,91,61,madrid,35,croatian,1,303616,Accar Hotels,Navatel,1,0,0
32,909,71,31,madrid,35,croatian,1,303616,Yin Yang,8 Premium,1,0,0
38,941,68,31,madrid,35,croatian,1,303616,Independant,Independant,1,0,0
41,904,99,57,madrid,35,croatian,1,303616,Boss Western,Boss Western,0,0,0
58,789,67,31,madrid,35,croatian,1,303616,Accar Hotels,Ibas,1,0,0
76,936,130,77,madrid,35,croatian,1,303616,Boss Western,J.Halliday Inn,1,0,0
95,791,94,62,madrid,35,croatian,1,303616,Boss Western,Boss Western,1,0,0
102,886,102,62,madrid,35,croatian,1,303616,Boss Western,Boss Western,0,0,0
9,997,125,74,madrid,35,estonian,0,303616,Chillton Worldwide,Tripletree,0,0,0
20,909,70,31,madrid,35,estonian,0,303616,Yin Yang,8 Premium,1,0,0
21,904,97,57,madrid,35,estonian,0,303616,Boss Western,Boss Western,0,0,0
45,941,66,31,madrid,35,estonian,0,303616,Independant,Independant,1,0,0
57,789,65,31,madrid,35,estonian,0,303616,Accar Hotels,Ibas,1,0,0
79,791,92,62,madrid,35,estonian,0,303616,Boss Western,Boss Western,1,0,0
84,857,89,61,madrid,35,estonian,0,303616,Accar Hotels,Navatel,1,0,0
96,936,128,77,madrid,35,estonian,0,303616,Boss Western,J.Halliday Inn,1,0,0
18,890,85,32,vienna,35,irish,1,303616,Yin Yang,8 Premium,1,0,0
53,940,157,72,vienna,35,irish,1,303616,Yin Yang,Ardisson,1,0,0
78,928,86,36,vienna,35,irish,1,303616,Accar Hotels,Ibas,0,0,0
31,989,101,32,copenhagen,35,finnish,1,303616,Accar Hotels,Ibas,0,0,0
99,898,94,36,copenhagen,35,finnish,1,303616,Yin Yang,8 Premium,1,0,0
100,983,97,35,copenhagen,35,finnish,1,303616,Yin Yang,8 Premium,0,0,0
102,969,84,39,amsterdam,35,austrian,0,303616,Accar Hotels,Ibas,1,0,0
2,643,82,34,valletta,35,swedish,1,303616,Accar Hotels,Ibas,1,0,0
12,988,142,74,valletta,35,swedish,1,303616,Boss Western,J.Halliday Inn,1,0,0
2,862,68,62,sofia,35,swedish,1,303616,Boss Western,Boss Western,1,0,0
72,969,82,39,amsterdam,35,danish,0,303616,Accar Hotels,Ibas,1,0,0
123,971,151,78,amsterdam,35,danish,0,303616,Chillton Worldwide,Tripletree,1,0,0
110,989,97,32,copenhagen,35,slovene,1,303616,Accar Hotels,Ibas,0,0,0
65,909,70,31,madrid,35,dutch,0,303616,Yin Yang,8 Premium,1,0,0
102,789,66,31,madrid,35,dutch,0,303616,Accar Hotels,Ibas,1,0,0
11,890,80,32,vienna,35,romanian,0,303616,Yin Yang,8 Premium,1,0,0
94,928,81,36,vienna,35,romanian,0,303616,Accar Hotels,Ibas,0,0,0
50,934,76,34,rome,35,slovene,0,303616,Accar Hotels,Ibas,1,0,0
34,997,133,74,madrid,35,austrian,0,303616,Chillton Worldwide,Tripletree,0,0,0
60,857,95,61,madrid,35,austrian,0,303616,Accar Hotels,Navatel,1,0,0
101,909,74,31,madrid,35,austrian,0,303616,Yin Yang,8 Premium,1,0,0
107,789,70,31,madrid,35,austrian,0,303616,Accar Hotels,Ibas,1,0,0
16,862,62,62,sofia,35,romanian,1,303616,Boss Western,Boss Western,1,0,0
20,954,116,77,vilnius,35,slovakian,0,303616,Chillton Worldwide,Tripletree,1,0,0
23,974,107,76,vilnius,35,slovakian,0,303616,Chillton Worldwide,Tripletree,1,0,0
35,956,86,55,vilnius,35,slovakian,0,303616,Boss Western,Boss Western,1,0,0
84,955,61,30,vilnius,35,slovakian,0,303616,Yin Yang,8 Premium,0,0,0
106,934,73,34,rome,35,hungarian,0,303616,Accar Hotels,Ibas,1,0,0
8,643,79,34,valletta,35,portuguese,1,303616,Accar Hotels,Ibas,1,0,0
43,988,137,74,valletta,35,portuguese,1,303616,Boss Western,J.Halliday Inn,1,0,0
63,974,116,76,vilnius,35,austrian,0,303616,Chillton Worldwide,Tripletree,1,0,0
68,954,126,77,vilnius,35,austrian,0,303616,Chillton Worldwide,Tripletree,1,0,0
93,969,79,39,amsterdam,35,dutch,0,303616,Accar Hotels,Ibas,1,0,0
81,934,74,34,rome,35,bulgarian,0,303616,Accar Hotels,Ibas,1,0,0
15,886,109,58,madrid,34,finnish,0,303616,Boss Western,Boss Western,0,0,0
16,941,72,29,madrid,34,finnish,0,303616,Independant,Independant,1,0,0
20,791,99,57,madrid,34,finnish,0,303616,Boss Western,Boss Western,1,0,0
50,857,102,58,madrid,34,finnish,0,303616,Accar Hotels,Navatel,1,0,0
59,909,76,29,madrid,34,finnish,0,303616,Yin Yang,8 Premium,1,0,0
65,789,71,29,madrid,34,finnish,0,303616,Accar Hotels,Ibas,1,0,0
67,904,109,54,madrid,34,finnish,0,303616,Boss Western,Boss Western,0,0,0
92,997,136,66,madrid,34,finnish,0,303616,Chillton Worldwide,Tripletree,0,0,0
106,936,138,71,madrid,34,finnish,0,303616,Boss Western,J.Halliday Inn,1,0,0
132,989,93,30,copenhagen,34,hungarian,0,303616,Accar Hotels,Ibas,0,0,0
34,804,144,66,rome,34,swedish,1,303616,Chillton Worldwide,Tripletree,1,0,0
49,934,81,33,rome,34,swedish,1,303616,Accar Hotels,Ibas,1,0,0
57,838,147,70,rome,34,swedish,1,303616,Chillton Worldwide,Tripletree,1,0,0
39,928,81,34,vienna,34,romanian,0,303616,Accar Hotels,Ibas,0,0,0
46,890,80,29,vienna,34,romanian,0,303616,Yin Yang,8 Premium,1,0,0
62,940,148,66,vienna,34,romanian,0,303616,Yin Yang,Ardisson,1,0,0
1,954,127,73,vilnius,34,croatian,0,303616,Chillton Worldwide,Tripletree,1,0,0
13,955,63,28,vilnius,34,croatian,0,303616,Yin Yang,8 Premium,0,0,0
42,935,64,30,vilnius,34,croatian,0,303616,Yin Yang,8 Premium,0,0,0
45,956,93,51,vilnius,34,croatian,0,303616,Boss Western,Boss Western,1,0,0
57,974,111,70,vilnius,34,croatian,0,303616,Chillton Worldwide,Tripletree,1,0,0
5,988,142,68,valletta,34,finnish,0,303616,Boss Western,J.Halliday Inn,1,0,0
36,643,82,32,valletta,34,finnish,0,303616,Accar Hotels,Ibas,1,0,0
11,860,124,64,madrid,34,hungarian,0,303616,Yin Yang,Ardisson,0,0,0
17,997,123,66,madrid,34,hungarian,0,303616,Chillton Worldwide,Tripletree,0,0,0
42,941,65,29,madrid,34,hungarian,0,303616,Independant,Independant,1,0,0
52,791,90,57,madrid,34,hungarian,0,303616,Boss Western,Boss Western,1,0,0
62,909,68,29,madrid,34,hungarian,0,303616,Yin Yang,8 Premium,1,0,0
63,904,98,54,madrid,34,hungarian,0,303616,Boss Western,Boss Western,0,0,0
76,857,92,58,madrid,34,hungarian,0,303616,Accar Hotels,Navatel,1,0,0
78,886,98,58,madrid,34,hungarian,0,303616,Boss Western,Boss Western,0,0,0
82,789,64,29,madrid,34,hungarian,0,303616,Accar Hotels,Ibas,1,0,0
86,936,125,71,madrid,34,hungarian,0,303616,Boss Western,J.Halliday Inn,1,0,0
100,733,91,62,madrid,34,hungarian,0,303616,Boss Western,Boss Western,1,0,0
55,909,69,29,madrid,34,spanish,0,303616,Yin Yang,8 Premium,1,0,0
74,789,64,29,madrid,34,spanish,0,303616,Accar Hotels,Ibas,1,0,0
1,914,61,31,vilnius,34,finnish,0,303616,Yin Yang,8 Premium,0,0,0
24,974,114,70,vilnius,34,finnish,0,303616,Chillton Worldwide,Tripletree,1,0,0
29,935,66,30,vilnius,34,finnish,0,303616,Yin Yang,8 Premium,0,0,0
36,955,65,28,vilnius,34,finnish,0,303616,Yin Yang,8 Premium,0,0,0
49,956,95,51,vilnius,34,finnish,0,303616,Boss Western,Boss Western,1,0,0
81,954,129,73,vilnius,34,finnish,0,303616,Chillton Worldwide,Tripletree,1,0,0
52,969,79,37,amsterdam,34,bulgarian,0,303616,Accar Hotels,Ibas,1,0,0
41,804,131,66,rome,34,slovakian,1,303616,Chillton Worldwide,Tripletree,1,0,0
107,934,73,33,rome,34,slovakian,1,303616,Accar Hotels,Ibas,1,0,0
112,838,133,70,rome,34,slovakian,1,303616,Chillton Worldwide,Tripletree,1,0,0
35,928,87,34,vienna,34,swedish,0,303616,Accar Hotels,Ibas,0,0,0
62,969,81,37,amsterdam,34,czech,0,303616,Accar Hotels,Ibas,1,0,0
80,925,104,58,amsterdam,34,czech,0,303616,Boss Western,Boss Western,1,0,0
82,971,149,72,amsterdam,34,czech,0,303616,Chillton Worldwide,Tripletree,1,0,0
113,916,115,56,amsterdam,34,czech,0,303616,Boss Western,Boss Western,1,0,0
20,934,76,33,rome,34,slovene,1,303616,Accar Hotels,Ibas,1,0,0
93,838,138,70,rome,34,slovene,1,303616,Chillton Worldwide,Tripletree,1,0,0
94,804,136,66,rome,34,slovene,1,303616,Chillton Worldwide,Tripletree,1,0,0
30,971,151,72,amsterdam,34,danish,0,303616,Chillton Worldwide,Tripletree,1,0,0
38,969,82,37,amsterdam,34,danish,0,303616,Accar Hotels,Ibas,1,0,0
7,956,89,51,vilnius,34,hungarian,0,303616,Boss Western,Boss Western,1,0,0
12,914,58,31,vilnius,34,hungarian,0,303616,Yin Yang,8 Premium,0,0,0
20,935,62,30,vilnius,34,hungarian,0,303616,Yin Yang,8 Premium,0,0,0
36,954,122,73,vilnius,34,hungarian,0,303616,Chillton Worldwide,Tripletree,1,0,0
74,955,61,28,vilnius,34,hungarian,0,303616,Yin Yang,8 Premium,0,0,0
80,974,107,70,vilnius,34,hungarian,0,303616,Chillton Worldwide,Tripletree,1,0,0
0,888,225,52,madrid,21,romanian,0,303616,Morriott International,Corlton,1,0,1
17,873,227,53,madrid,21,romanian,0,303616,Accar Hotels,Safitel,1,1,0
18,609,162,36,madrid,21,romanian,0,303616,Chillton Worldwide,Quadrupletree,1,0,0
24,941,71,9,madrid,21,romanian,0,303616,Independant,Independant,1,0,0
31,904,118,17,madrid,21,romanian,0,303616,Boss Western,Boss Western,0,0,0
36,791,108,17,madrid,21,romanian,0,303616,Boss Western,Boss Western,1,0,0
50,836,144,41,madrid,21,romanian,0,303616,Yin Yang,Royal Lotus,1,0,0
51,886,113,13,madrid,21,romanian,0,303616,Boss Western,Boss Western,0,0,0
52,997,136,29,madrid,21,romanian,0,303616,Chillton Worldwide,Tripletree,0,0,0
71,798,230,33,madrid,21,romanian,0,303616,Accar Hotels,Safitel,0,0,1
72,936,133,26,madrid,21,romanian,0,303616,Boss Western,J.Halliday Inn,1,0,0
74,860,143,20,madrid,21,romanian,0,303616,Yin Yang,Ardisson,0,0,0
78,857,98,24,madrid,21,romanian,0,303616,Accar Hotels,Navatel,1,0,0
83,982,151,34,madrid,21,romanian,0,303616,Morriott International,Morriot,1,0,0
94,901,242,44,madrid,21,romanian,0,303616,Morriott International,Corlton,1,1,0
96,789,80,8,madrid,21,romanian,0,303616,Accar Hotels,Ibas,1,0,0
15,940,187,20,vienna,21,latvian,1,303616,Yin Yang,Ardisson,1,0,0
69,979,168,21,vienna,21,latvian,1,303616,Yin Yang,Ardisson,1,0,0
6,815,171,45,sofia,21,estonian,1,303616,Morriott International,Corlton,1,0,0
13,886,123,13,madrid,21,swedish,0,303616,Boss Western,Boss Western,0,0,0
22,901,262,44,madrid,21,swedish,0,303616,Morriott International,Corlton,1,1,0
25,857,106,24,madrid,21,swedish,0,303616,Accar Hotels,Navatel,1,0,0
30,936,144,26,madrid,21,swedish,0,303616,Boss Western,J.Halliday Inn,1,0,0
34,888,243,52,madrid,21,swedish,0,303616,Morriott International,Corlton,1,0,1
51,997,148,29,madrid,21,swedish,0,303616,Chillton Worldwide,Tripletree,0,0,0
56,789,86,8,madrid,21,swedish,0,303616,Accar Hotels,Ibas,1,0,0
75,836,156,41,madrid,21,swedish,0,303616,Yin Yang,Royal Lotus,1,0,0
77,791,117,17,madrid,21,swedish,0,303616,Boss Western,Boss Western,1,0,0
93,798,249,33,madrid,21,swedish,0,303616,Accar Hotels,Safitel,0,0,1
101,982,164,34,madrid,21,swedish,0,303616,Morriott International,Morriot,1,0,0
24,874,162,35,rome,21,hungarian,1,303616,Chillton Worldwide,Quadrupletree,1,0,0
31,897,258,41,rome,21,hungarian,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
32,934,73,16,rome,21,hungarian,1,303616,Accar Hotels,Ibas,1,0,0
64,769,79,10,rome,21,hungarian,1,303616,Accar Hotels,Ibas,1,0,0
106,838,161,21,rome,21,hungarian,1,303616,Chillton Worldwide,Tripletree,1,0,0
110,993,170,31,rome,21,hungarian,1,303616,Yin Yang,Royal Lotus,1,0,0
113,944,270,40,rome,21,hungarian,1,303616,Accar Hotels,Safitel,1,1,0
116,929,266,32,rome,21,hungarian,1,303616,Accar Hotels,Safitel,1,0,0
118,774,167,31,rome,21,hungarian,1,303616,Chillton Worldwide,Quadrupletree,1,0,0
14,852,53,13,sofia,21,finnish,1,303616,Yin Yang,8 Premium,1,0,0
22,597,173,43,sofia,21,finnish,1,303616,Accar Hotels,Safitel,1,0,0
23,814,158,45,sofia,21,finnish,1,303616,Accar Hotels,Safitel,0,0,0
27,883,125,33,sofia,21,finnish,1,303616,Chillton Worldwide,Quadrupletree,1,1,0
33,862,75,19,sofia,21,finnish,1,303616,Boss Western,Boss Western,1,0,0
46,968,127,24,sofia,21,finnish,1,303616,Chillton Worldwide,Quadrupletree,0,1,0
50,815,185,45,sofia,21,finnish,1,303616,Morriott International,Corlton,1,0,0
6,988,142,22,valletta,21,hungarian,1,303616,Boss Western,J.Halliday Inn,1,0,0
27,754,251,49,valletta,21,hungarian,1,303616,Accar Hotels,Safitel,1,0,0
32,643,78,10,valletta,21,hungarian,1,303616,Accar Hotels,Ibas,1,0,0
3,925,106,17,amsterdam,21,romanian,1,303616,Boss Western,Boss Western,1,0,0
7,971,165,22,amsterdam,21,romanian,1,303616,Chillton Worldwide,Tripletree,1,0,0
15,969,79,16,amsterdam,21,romanian,1,303616,Accar Hotels,Ibas,1,0,0
23,933,157,22,amsterdam,21,romanian,1,303616,Boss Western,J.Halliday Inn,1,0,0
95,916,112,25,amsterdam,21,romanian,1,303616,Boss Western,Boss Western,1,0,0
98,724,287,40,amsterdam,21,romanian,1,303616,Morriott International,Corlton,1,0,0
104,779,195,41,amsterdam,21,romanian,1,303616,Morriott International,Morriot,1,0,2
22,928,82,13,vienna,21,slovakian,1,303616,Accar Hotels,Ibas,0,0,0
34,979,158,21,vienna,21,slovakian,1,303616,Yin Yang,Ardisson,1,0,0
64,940,176,20,vienna,21,slovakian,1,303616,Yin Yang,Ardisson,1,0,0
3,988,147,22,valletta,21,croatian,1,303616,Boss Western,J.Halliday Inn,1,0,0
18,754,261,49,valletta,21,croatian,1,303616,Accar Hotels,Safitel,1,0,0
96,969,84,16,amsterdam,21,austrian,1,303616,Accar Hotels,Ibas,1,0,0
99,971,175,22,amsterdam,21,austrian,1,303616,Chillton Worldwide,Tripletree,1,0,0
40,794,219,59,vilnius,21,finnish,1,303616,Morriott International,Corlton,1,0,0
48,820,147,24,vilnius,21,finnish,1,303616,Yin Yang,Royal Lotus,0,0,0
68,516,225,43,vilnius,21,finnish,1,303616,Morriott International,Corlton,1,0,2
71,914,62,11,vilnius,21,finnish,1,303616,Yin Yang,8 Premium,0,0,0
75,956,99,19,vilnius,21,finnish,1,303616,Boss Western,Boss Western,1,0,0
76,955,74,9,vilnius,21,finnish,1,303616,Yin Yang,8 Premium,0,0,0
23,956,93,19,vilnius,21,hungarian,1,303616,Boss Western,Boss Western,1,0,0
33,794,207,59,vilnius,21,hungarian,1,303616,Morriott International,Corlton,1,0,0
47,516,212,43,vilnius,21,hungarian,1,303616,Morriott International,Corlton,1,0,2
48,955,69,9,vilnius,21,hungarian,1,303616,Yin Yang,8 Premium,0,0,0
49,820,138,24,vilnius,21,hungarian,1,303616,Yin Yang,Royal Lotus,0,0,0
51,914,59,11,vilnius,21,hungarian,1,303616,Yin Yang,8 Premium,0,0,0
66,789,81,8,madrid,21,german,0,303616,Accar Hotels,Ibas,1,0,0
68,798,235,33,madrid,21,german,0,303616,Accar Hotels,Safitel,0,0,1
79,982,155,34,madrid,21,german,0,303616,Morriott International,Morriot,1,0,0
96,888,229,52,madrid,21,german,0,303616,Morriott International,Corlton,1,0,1
12,956,93,19,vilnius,21,romanian,0,303616,Boss Western,Boss Western,1,0,0
32,794,207,59,vilnius,21,romanian,0,303616,Morriott International,Corlton,1,0,0
68,516,212,43,vilnius,21,romanian,0,303616,Morriott International,Corlton,1,0,2
75,955,69,9,vilnius,21,romanian,0,303616,Yin Yang,8 Premium,0,0,0
132,894,322,60,copenhagen,21,swedish,0,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
129,992,85,4,paris,21,hungarian,0,303616,Accar Hotels,Ibas,0,0,0
144,808,295,38,paris,21,hungarian,0,303616,Accar Hotels,Safitel,1,0,0
3,815,182,45,sofia,21,austrian,1,303616,Morriott International,Corlton,1,0,0
49,516,225,43,vilnius,21,swedish,0,303616,Morriott International,Corlton,1,0,2
84,956,99,19,vilnius,21,swedish,0,303616,Boss Western,Boss Western,1,0,0
5,897,269,41,rome,21,maltese,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
101,929,277,32,rome,21,maltese,1,303616,Accar Hotels,Safitel,1,0,0
6,794,219,59,vilnius,21,luxembourgish,1,303616,Morriott International,Corlton,1,0,0
43,956,99,19,vilnius,21,luxembourgish,1,303616,Boss Western,Boss Western,1,0,0
58,516,225,43,vilnius,21,luxembourgish,1,303616,Morriott International,Corlton,1,0,2
59,979,158,21,vienna,21,hungarian,1,303616,Yin Yang,Ardisson,1,0,0
79,940,176,20,vienna,21,hungarian,1,303616,Yin Yang,Ardisson,1,0,0
88,928,82,13,vienna,21,hungarian,1,303616,Accar Hotels,Ibas,0,0,0
10,929,283,32,rome,21,polish,0,303616,Accar Hotels,Safitel,1,0,0
60,934,78,16,rome,21,polish,0,303616,Accar Hotels,Ibas,1,0,0
66,897,274,41,rome,21,polish,0,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
19,789,80,8,madrid,21,belgian,0,303616,Accar Hotels,Ibas,1,0,0
22,857,98,24,madrid,21,belgian,0,303616,Accar Hotels,Navatel,1,0,0
24,798,231,33,madrid,21,belgian,0,303616,Accar Hotels,Safitel,0,0,1
28,982,152,34,madrid,21,belgian,0,303616,Morriott International,Morriot,1,0,0
32,997,137,29,madrid,21,belgian,0,303616,Chillton Worldwide,Tripletree,0,0,0
55,888,225,52,madrid,21,belgian,0,303616,Morriott International,Corlton,1,0,1
34,929,277,32,rome,21,estonian,1,303616,Accar Hotels,Safitel,1,0,0
42,897,268,41,rome,21,estonian,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
84,874,169,35,rome,21,estonian,1,303616,Chillton Worldwide,Quadrupletree,1,0,0
89,934,76,16,rome,21,estonian,1,303616,Accar Hotels,Ibas,1,0,0
96,993,176,31,rome,21,estonian,1,303616,Yin Yang,Royal Lotus,1,0,0
56,925,108,17,amsterdam,21,slovene,1,303616,Boss Western,Boss Western,1,0,0
64,969,81,16,amsterdam,21,slovene,1,303616,Accar Hotels,Ibas,1,0,0
111,971,168,22,amsterdam,21,slovene,1,303616,Chillton Worldwide,Tripletree,1,0,0
116,779,199,41,amsterdam,21,slovene,1,303616,Morriott International,Morriot,1,0,2
6,858,242,24,paris,20,finnish,1,303616,Yin Yang,Royal Lotus,1,0,0
30,970,310,49,paris,20,finnish,1,303616,Chillton Worldwide,Chill Garden Inn,0,0,2
35,986,236,27,paris,20,finnish,1,303616,Chillton Worldwide,Quadrupletree,1,1,0
103,808,326,30,paris,20,finnish,1,303616,Accar Hotels,Safitel,1,0,0
20,929,297,27,rome,20,maltese,1,303616,Accar Hotels,Safitel,1,0,0
37,897,289,37,rome,20,maltese,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
44,794,219,54,vilnius,20,belgian,1,303616,Morriott International,Corlton,1,0,0
52,956,99,17,vilnius,20,belgian,1,303616,Boss Western,Boss Western,1,0,0
64,516,234,38,vilnius,20,belgian,1,303616,Morriott International,Corlton,1,0,2
92,969,84,15,amsterdam,20,greek,1,303616,Accar Hotels,Ibas,1,0,0
121,971,172,20,amsterdam,20,greek,1,303616,Chillton Worldwide,Tripletree,1,0,0
62,969,80,15,amsterdam,20,estonian,1,303616,Accar Hotels,Ibas,1,0,0
106,779,195,38,amsterdam,20,estonian,1,303616,Morriott International,Morriot,1,0,2
110,971,165,20,amsterdam,20,estonian,1,303616,Chillton Worldwide,Tripletree,1,0,0
123,925,115,15,amsterdam,20,estonian,1,303616,Boss Western,Boss Western,1,0,0
19,929,296,27,rome,20,estonian,1,303616,Accar Hotels,Safitel,1,0,0
40,897,289,37,rome,20,estonian,1,303616,Chillton Worldwide,Chill Garden Inn,1,0,2
49,874,184,31,rome,20,estonian,1,303616,Chillton Worldwide,Quadrupletree,1,0,0
65,993,176,28,rome,20,estonian,1,303616,Yin Yang,Royal Lotus,1,0,0
112,934,76,15,rome,20,estonian,1,303616,Accar Hotels,Ibas,1,0,0
141,808,295,30,paris,20,slovakian,1,303616,Accar Hotels,Safitel,1,0,0
